order_id,customer_id,order_date,product_name,category,quantity,unit_price
ORD-10073,CUST-199,2026-04-05 14:35:02,Dumbbells,Sports,1,59.99
ORD-10074,CUST-520,2026-03-25 09:31:49,Tennis Racket,Sports,3,119.99
ORD-10075,CUST-155,2026-03-27 17:59:50,Mechanical Keyboard,Electronics,1,89.99
ORD-10076,CUST-845,2026-04-01 03:24:32,Tool Set,Home & Garden,3,129.99
ORD-10077,CUST-211,2025-12-13 01:01:12,Sneakers,Clothing,1,79.99
ORD-10078,CUST-649,2026-02-09 19:58:09,Tennis Racket,Sports,1,119.99
ORD-10079,CUST-287,2025-12-25 08:00:24,Coffee Maker,Home & Garden,1,69.99
ORD-10080,CUST-177,2026-04-10 06:55:25,Tennis Racket,Sports,3,119.99
ORD-10081,CUST-663,2026-03-16 04:06:19,Mechanical Keyboard,Electronics,1,89.99
ORD-10082,CUST-653,2026-02-05 14:31:26,Wireless Earbuds,Electronics,5,49.99
ORD-10083,CUST-871,2025-12-09 10:36:15,Sneakers,Clothing,1,79.99
ORD-10084,CUST-597,2026-02-02 10:34:50,Running Shoes,Sports,1,99.99
ORD-10085,CUST-510,2026-02-04 16:58:19,Smartwatch,Electronics,1,149.99
ORD-10086,CUST-102,2026-03-27 19:30:44,Yoga Mat,Sports,1,29.99
ORD-10087,CUST-565,2026-03-17 18:53:50,Blender,Home & Garden,1,49.99
ORD-10088,CUST-848,2026-04-12 14:35:30,Board Game,Toys,2,39.99
ORD-10089,CUST-598,2026-02-25 18:06:41,T-Shirt,Clothing,1,19.99
ORD-10090,CUST-322,2025-12-26 07:27:29,Smartwatch,Electronics,1,149.99
ORD-10091,CUST-655,2026-03-26 01:54:13,Smartwatch,Electronics,2,149.99
ORD-10092,CUST-158,2026-03-31 01:31:54,Smartwatch,Electronics,1,149.99
ORD-10093,CUST-614,2026-03-08 21:58:29,Action Figure,Toys,1,14.99
ORD-10094,CUST-620,2026-04-01 02:39:47,4K Monitor,Electronics,3,299.99
ORD-10095,CUST-170,2026-02-28 13:11:17,RC Car,Toys,1,49.99
ORD-10096,CUST-340,2026-03-04 04:52:11,Yoga Mat,Sports,1,29.99
ORD-10097,CUST-683,2026-02-19 18:12:02,Sneakers,Clothing,1,79.99
ORD-10098,CUST-140,2025-11-22 18:15:08,RC Car,Toys,1,49.99
ORD-10099,CUST-773,2025-12-23 04:28:53,Puzzle,Toys,1,19.99
ORD-10100,CUST-423,2025-11-25 23:21:36,Coffee Maker,Home & Garden,1,69.99
ORD-10101,CUST-833,2026-03-17 15:47:34,Tool Set,Home & Garden,1,129.99
ORD-10102,CUST-505,2026-02-02 23:36:45,T-Shirt,Clothing,2,19.99
ORD-10103,CUST-407,2026-03-02 10:16:10,Tennis Racket,Sports,1,119.99
ORD-10104,CUST-869,2026-04-14 13:00:07,4K Monitor,Electronics,1,299.99
ORD-10105,CUST-736,2026-01-22 22:26:19,Puzzle,Toys,5,19.99
ORD-10106,CUST-175,2026-02-17 08:56:22,Board Game,Toys,1,39.99
ORD-10107,CUST-371,2026-03-30 12:32:53,T-Shirt,Clothing,4,19.99
ORD-10108,CUST-170,2026-01-19 03:52:39,Sneakers,Clothing,1,79.99
ORD-10109,CUST-261,2025-12-14 00:05:36,Tennis Racket,Sports,3,119.99
ORD-10110,CUST-820,2026-01-29 22:53:33,Blender,Home & Garden,2,49.99
ORD-10111,CUST-769,2026-01-05 08:04:51,Action Figure,Toys,1,14.99
ORD-10112,CUST-667,2026-04-16 14:52:42,Blender,Home & Garden,4,49.99
ORD-10113,CUST-206,2026-04-04 20:59:05,T-Shirt,Clothing,1,19.99
ORD-10114,CUST-209,2026-03-17 07:38:33,Board Game,Toys,1,39.99
ORD-10115,CUST-388,2026-04-11 02:18:26,RC Car,Toys,1,49.99
ORD-10116,CUST-451,2026-04-04 10:16:54,Jacket,Clothing,2,89.99
ORD-10117,CUST-370,2026-01-10 19:28:07,Action Figure,Toys,1,14.99
ORD-10118,CUST-152,2026-04-13 02:49:59,4K Monitor,Electronics,2,299.99
ORD-10119,CUST-383,2026-03-06 06:06:11,Smartwatch,Electronics,1,149.99
ORD-10120,CUST-889,2026-04-04 19:21:00,T-Shirt,Clothing,2,19.99
ORD-10121,CUST-368,2026-04-13 10:54:04,Jeans,Clothing,2,49.99
ORD-10122,CUST-664,2026-02-03 13:37:27,Dumbbells,Sports,1,59.99
ORD-10123,CUST-214,2025-12-23 18:37:06,4K Monitor,Electronics,4,299.99
ORD-10124,CUST-807,2026-01-18 23:58:37,T-Shirt,Clothing,1,19.99
ORD-10125,CUST-478,2026-02-19 16:46:08,Puzzle,Toys,1,19.99
ORD-10126,CUST-540,2026-04-05 20:41:11,T-Shirt,Clothing,1,19.99
ORD-10127,CUST-473,2026-04-10 01:24:10,Smartwatch,Electronics,3,149.99
ORD-10128,CUST-315,2025-11-09 01:41:51,Sneakers,Clothing,2,79.99
ORD-10129,CUST-462,2026-03-02 16:51:18,Board Game,Toys,3,39.99
ORD-10130,CUST-516,2026-02-18 08:32:10,RC Car,Toys,2,49.99
ORD-10131,CUST-342,2026-01-17 21:26:30,Jeans,Clothing,5,49.99
ORD-10132,CUST-281,2025-12-26 09:09:02,Dumbbells,Sports,1,59.99
ORD-10133,CUST-854,2026-02-06 15:37:11,Tool Set,Home & Garden,2,129.99
ORD-10134,CUST-521,2026-04-17 20:22:16,Sneakers,Clothing,1,79.99
ORD-10135,CUST-818,2026-02-04 09:27:32,Mechanical Keyboard,Electronics,1,89.99
ORD-10136,CUST-139,2026-03-03 17:04:12,Running Shoes,Sports,1,99.99
ORD-10137,CUST-571,2026-03-24 23:39:19,Planter,Home & Garden,1,24.99
ORD-10138,CUST-333,2026-02-10 14:31:56,Sneakers,Clothing,1,79.99
ORD-10139,CUST-297,2026-04-20 12:06:42,Yoga Mat,Sports,1,29.99
ORD-10140,CUST-171,2026-04-19 15:36:30,Coffee Maker,Home & Garden,1,69.99
ORD-10141,CUST-621,2026-01-23 09:11:03,Yoga Mat,Sports,2,29.99
ORD-10142,CUST-649,2026-02-28 23:46:59,Tool Set,Home & Garden,4,129.99
ORD-10143,CUST-218,2026-01-31 19:07:16,Coffee Maker,Home & Garden,1,69.99
ORD-10144,CUST-371,2026-01-29 03:06:07,Smartwatch,Electronics,1,149.99
ORD-10145,CUST-544,2025-11-28 15:11:47,Planter,Home & Garden,2,24.99
ORD-10146,CUST-421,2026-03-14 14:19:16,Dumbbells,Sports,2,59.99
ORD-10147,CUST-623,2026-03-01 16:22:21,Mechanical Keyboard,Electronics,1,89.99
ORD-10148,CUST-690,2025-12-04 21:39:37,Jacket,Clothing,1,89.99
ORD-10149,CUST-825,2026-01-28 01:53:44,Dumbbells,Sports,1,59.99
ORD-10150,CUST-651,2026-04-14 14:35:14,Jacket,Clothing,1,89.99
ORD-10151,CUST-171,2026-01-21 03:55:30,Tool Set,Home & Garden,2,129.99
ORD-10152,CUST-779,2026-01-01 13:54:32,Mechanical Keyboard,Electronics,2,89.99
ORD-10153,CUST-407,2026-02-27 23:48:34,Action Figure,Toys,1,14.99
ORD-10154,CUST-518,2026-04-21 18:23:29,Tool Set,Home & Garden,1,129.99
ORD-10155,CUST-402,2026-01-21 14:54:00,Board Game,Toys,1,39.99
ORD-10156,CUST-530,2026-03-21 15:12:06,Yoga Mat,Sports,2,29.99
ORD-10157,CUST-278,2026-03-31 03:35:52,RC Car,Toys,1,49.99
ORD-10158,CUST-515,2026-01-20 19:24:56,Board Game,Toys,3,39.99
ORD-10159,CUST-411,2026-03-27 15:59:46,Blender,Home & Garden,1,49.99
ORD-10160,CUST-693,2026-02-11 05:22:04,RC Car,Toys,2,49.99
ORD-10161,CUST-576,2026-03-17 04:39:41,Tennis Racket,Sports,1,119.99
ORD-10162,CUST-318,2026-03-17 07:59:03,Action Figure,Toys,1,14.99
ORD-10163,CUST-853,2026-03-05 19:35:34,Jeans,Clothing,2,49.99
ORD-10164,CUST-390,2025-12-18 03:34:59,Action Figure,Toys,2,14.99
ORD-10165,CUST-734,2026-04-07 13:45:27,Tool Set,Home & Garden,1,129.99
ORD-10166,CUST-869,2026-02-04 00:14:10,Sneakers,Clothing,2,79.99
ORD-10167,CUST-330,2026-01-10 19:12:39,Jacket,Clothing,1,89.99
ORD-10168,CUST-147,2025-11-30 09:49:47,Sneakers,Clothing,5,79.99
ORD-10169,CUST-725,2026-03-12 10:15:48,4K Monitor,Electronics,1,299.99
ORD-10170,CUST-744,2026-03-22 05:28:34,Puzzle,Toys,1,19.99
ORD-10171,CUST-813,2025-11-17 05:53:15,Yoga Mat,Sports,1,29.99
ORD-10172,CUST-349,2026-03-02 20:55:11,T-Shirt,Clothing,2,19.99
ORD-10173,CUST-105,2026-01-18 17:27:16,Mechanical Keyboard,Electronics,2,89.99
ORD-10174,CUST-324,2026-03-18 15:26:13,Jeans,Clothing,3,49.99
ORD-10175,CUST-812,2026-01-08 05:24:35,Action Figure,Toys,1,14.99
ORD-10176,CUST-670,2026-03-23 16:23:51,Sneakers,Clothing,4,79.99
ORD-10177,CUST-224,2026-02-14 00:01:20,Tennis Racket,Sports,1,119.99
ORD-10178,CUST-575,2026-04-17 06:36:08,Action Figure,Toys,5,14.99
ORD-10179,CUST-709,2025-12-30 19:31:09,Tool Set,Home & Garden,5,129.99
ORD-10180,CUST-553,2026-02-07 04:25:00,RC Car,Toys,3,49.99
ORD-10181,CUST-616,2025-12-24 16:43:35,Dumbbells,Sports,3,59.99
ORD-10182,CUST-661,2026-04-16 03:39:12,Tennis Racket,Sports,3,119.99
ORD-10183,CUST-861,2026-04-11 15:53:12,Running Shoes,Sports,1,99.99
ORD-10184,CUST-869,2026-01-24 11:32:17,Sneakers,Clothing,3,79.99
ORD-10185,CUST-383,2026-03-20 07:02:26,Action Figure,Toys,1,14.99
ORD-10186,CUST-344,2026-04-05 18:47:36,Coffee Maker,Home & Garden,1,69.99
ORD-10187,CUST-830,2026-03-08 04:24:29,Blender,Home & Garden,1,49.99
ORD-10188,CUST-443,2026-03-05 01:28:08,Tool Set,Home & Garden,3,129.99
ORD-10189,CUST-182,2026-01-21 14:00:32,T-Shirt,Clothing,1,19.99
ORD-10190,CUST-492,2025-12-18 23:38:57,T-Shirt,Clothing,2,19.99
ORD-10191,CUST-165,2026-04-13 13:27:58,Dumbbells,Sports,1,59.99
ORD-10192,CUST-655,2026-04-13 20:45:43,Tennis Racket,Sports,1,119.99
ORD-10193,CUST-311,2026-03-17 06:49:19,Dumbbells,Sports,1,59.99
ORD-10194,CUST-888,2026-02-06 20:52:23,Puzzle,Toys,4,19.99
ORD-10195,CUST-120,2026-02-08 10:21:26,Puzzle,Toys,1,19.99
ORD-10196,CUST-106,2026-03-27 10:16:10,Planter,Home & Garden,1,24.99
ORD-10197,CUST-499,2026-04-13 13:13:32,Dumbbells,Sports,1,59.99
ORD-10198,CUST-852,2026-04-12 14:18:07,Board Game,Toys,2,39.99
ORD-10199,CUST-325,2026-04-02 00:30:53,Running Shoes,Sports,1,99.99
ORD-10200,CUST-546,2026-03-18 06:58:46,Running Shoes,Sports,1,99.99
ORD-10201,CUST-444,2025-12-16 06:35:46,Yoga Mat,Sports,2,29.99
ORD-10202,CUST-578,2026-01-05 10:16:16,T-Shirt,Clothing,5,19.99
ORD-10203,CUST-646,2026-04-13 16:31:01,Wireless Earbuds,Electronics,4,49.99
ORD-10204,CUST-706,2026-03-14 05:38:10,Puzzle,Toys,2,19.99
ORD-10205,CUST-185,2025-11-11 07:47:31,Dumbbells,Sports,1,59.99
ORD-10206,CUST-572,2025-12-21 09:37:01,Jeans,Clothing,1,49.99
ORD-10207,CUST-488,2026-03-20 16:22:52,Tool Set,Home & Garden,1,129.99
ORD-10208,CUST-434,2025-11-06 20:50:38,Tool Set,Home & Garden,2,129.99
ORD-10209,CUST-488,2026-01-05 05:51:23,Coffee Maker,Home & Garden,2,69.99
ORD-10210,CUST-531,2026-03-07 09:36:22,Coffee Maker,Home & Garden,3,69.99
ORD-10211,CUST-581,2026-03-23 18:53:05,Wireless Earbuds,Electronics,2,49.99
ORD-10212,CUST-153,2026-03-19 09:38:40,Planter,Home & Garden,1,24.99
ORD-10213,CUST-170,2026-01-18 07:19:27,Smartwatch,Electronics,2,149.99
ORD-10214,CUST-353,2026-03-25 23:10:38,Jacket,Clothing,3,89.99
ORD-10215,CUST-736,2026-01-20 17:41:37,T-Shirt,Clothing,1,19.99
ORD-10216,CUST-584,2026-02-04 17:47:29,Mechanical Keyboard,Electronics,1,89.99
ORD-10217,CUST-323,2026-03-29 13:58:01,Tennis Racket,Sports,2,119.99
ORD-10218,CUST-885,2026-03-19 03:24:36,Planter,Home & Garden,1,24.99
ORD-10219,CUST-721,2026-04-08 22:31:18,Mechanical Keyboard,Electronics,2,89.99
ORD-10220,CUST-267,2026-03-20 00:43:50,Blender,Home & Garden,1,49.99
ORD-10221,CUST-126,2026-03-09 18:11:03,Blender,Home & Garden,1,49.99
ORD-10222,CUST-484,2025-12-19 03:41:31,Yoga Mat,Sports,4,29.99
ORD-10223,CUST-303,2026-02-11 05:07:41,4K Monitor,Electronics,1,299.99
ORD-10224,CUST-742,2026-01-25 18:12:13,Sneakers,Clothing,1,79.99
ORD-10225,CUST-891,2026-01-21 23:22:33,Blender,Home & Garden,3,49.99
ORD-10226,CUST-714,2026-04-20 14:48:09,Mechanical Keyboard,Electronics,2,89.99
ORD-10227,CUST-679,2026-02-14 22:01:50,Smartwatch,Electronics,1,149.99
ORD-10228,CUST-538,2026-04-13 01:39:41,Planter,Home & Garden,1,24.99
ORD-10229,CUST-763,2026-03-17 01:29:21,Tool Set,Home & Garden,1,129.99
ORD-10230,CUST-530,2026-04-03 12:52:23,Running Shoes,Sports,1,99.99
ORD-10231,CUST-470,2026-03-01 16:14:41,Tennis Racket,Sports,2,119.99
ORD-10232,CUST-545,2026-03-10 18:43:10,Jeans,Clothing,2,49.99
ORD-10233,CUST-766,2026-02-28 09:15:26,Coffee Maker,Home & Garden,2,69.99
ORD-10234,CUST-651,2026-01-12 14:20:49,Running Shoes,Sports,1,99.99
ORD-10235,CUST-848,2026-03-27 01:22:36,Puzzle,Toys,1,19.99
ORD-10236,CUST-351,2026-01-28 10:34:41,4K Monitor,Electronics,1,299.99
ORD-10237,CUST-561,2025-11-22 03:08:27,Sneakers,Clothing,2,79.99
ORD-10238,CUST-683,2026-03-18 16:14:32,RC Car,Toys,2,49.99
ORD-10239,CUST-444,2026-01-08 19:32:59,Wireless Earbuds,Electronics,1,49.99
ORD-10240,CUST-432,2026-04-17 14:54:55,Jeans,Clothing,1,49.99
ORD-10241,CUST-463,2026-04-18 20:48:39,Coffee Maker,Home & Garden,1,69.99
ORD-10242,CUST-710,2026-04-15 05:30:56,Coffee Maker,Home & Garden,1,69.99
ORD-10243,CUST-629,2026-02-11 13:48:55,Jacket,Clothing,1,89.99
ORD-10244,CUST-837,2025-11-16 10:34:51,Dumbbells,Sports,1,59.99
ORD-10245,CUST-876,2026-04-16 11:47:16,Sneakers,Clothing,2,79.99
ORD-10246,CUST-761,2026-02-19 20:19:27,Running Shoes,Sports,1,99.99
ORD-10247,CUST-117,2026-04-20 00:51:44,4K Monitor,Electronics,1,299.99
ORD-10248,CUST-514,2026-04-19 18:11:22,Sneakers,Clothing,1,79.99
ORD-10249,CUST-695,2026-04-09 07:23:10,Planter,Home & Garden,1,24.99
ORD-10250,CUST-643,2026-01-30 17:39:59,Planter,Home & Garden,1,24.99
ORD-10251,CUST-863,2026-02-13 18:19:41,Board Game,Toys,1,39.99
ORD-10252,CUST-819,2026-04-09 03:00:14,Tennis Racket,Sports,1,119.99
ORD-10253,CUST-357,2026-02-03 09:28:41,Sneakers,Clothing,1,79.99
ORD-10254,CUST-297,2026-01-07 04:01:14,Tool Set,Home & Garden,1,129.99
ORD-10255,CUST-648,2026-03-08 09:02:39,Jeans,Clothing,1,49.99
ORD-10256,CUST-856,2026-04-17 05:19:06,Running Shoes,Sports,1,99.99
ORD-10257,CUST-703,2026-03-24 05:36:19,Action Figure,Toys,1,14.99
ORD-10258,CUST-202,2026-03-09 23:12:07,Jacket,Clothing,1,89.99
ORD-10259,CUST-469,2025-12-20 04:10:42,Jeans,Clothing,1,49.99
ORD-10260,CUST-825,2026-03-15 05:20:45,Board Game,Toys,1,39.99
ORD-10261,CUST-146,2026-04-22 03:57:40,Smartwatch,Electronics,1,149.99
ORD-10262,CUST-814,2025-12-31 10:22:46,T-Shirt,Clothing,2,19.99
ORD-10263,CUST-870,2026-03-03 15:41:14,Running Shoes,Sports,1,99.99
ORD-10264,CUST-112,2026-04-11 15:57:52,Puzzle,Toys,1,19.99
ORD-10265,CUST-590,2026-03-28 23:37:57,Tennis Racket,Sports,1,119.99
ORD-10266,CUST-152,2026-03-24 08:09:25,Coffee Maker,Home & Garden,4,69.99
ORD-10267,CUST-589,2026-03-24 22:16:38,Mechanical Keyboard,Electronics,3,89.99
ORD-10268,CUST-510,2026-02-09 23:39:57,Running Shoes,Sports,1,99.99
ORD-10269,CUST-744,2026-01-30 14:15:08,Smartwatch,Electronics,1,149.99
ORD-10270,CUST-676,2026-04-04 23:57:54,Blender,Home & Garden,1,49.99
ORD-10271,CUST-354,2026-04-05 01:46:14,Mechanical Keyboard,Electronics,1,89.99
ORD-10272,CUST-526,2026-04-10 16:08:26,RC Car,Toys,1,49.99
ORD-10273,CUST-733,2026-04-15 01:50:48,Sneakers,Clothing,2,79.99
ORD-10274,CUST-489,2026-03-02 18:39:11,Tennis Racket,Sports,4,119.99
ORD-10275,CUST-404,2026-03-01 12:49:41,Puzzle,Toys,5,19.99
ORD-10276,CUST-412,2026-04-03 21:18:17,Puzzle,Toys,2,19.99
ORD-10277,CUST-724,2026-03-19 04:17:50,Mechanical Keyboard,Electronics,4,89.99
ORD-10278,CUST-312,2026-03-24 20:56:39,Jacket,Clothing,1,89.99
ORD-10279,CUST-183,2026-04-03 15:15:00,Jeans,Clothing,1,49.99
ORD-10280,CUST-665,2026-04-12 20:59:26,4K Monitor,Electronics,1,299.99
ORD-10281,CUST-518,2026-02-06 17:01:55,Tennis Racket,Sports,2,119.99
ORD-10282,CUST-581,2026-02-12 09:00:10,Blender,Home & Garden,1,49.99
ORD-10283,CUST-395,2025-12-19 05:51:29,Blender,Home & Garden,2,49.99
ORD-10284,CUST-564,2026-03-10 22:37:51,4K Monitor,Electronics,2,299.99
ORD-10285,CUST-370,2025-11-28 04:30:12,Puzzle,Toys,2,19.99
ORD-10286,CUST-302,2026-02-24 21:14:22,Dumbbells,Sports,1,59.99
ORD-10287,CUST-330,2026-03-06 15:48:04,T-Shirt,Clothing,4,19.99
ORD-10288,CUST-245,2026-01-29 09:58:30,4K Monitor,Electronics,1,299.99
ORD-10289,CUST-414,2026-03-12 10:05:45,RC Car,Toys,2,49.99
ORD-10290,CUST-682,2025-11-25 11:57:25,Blender,Home & Garden,1,49.99
ORD-10291,CUST-579,2025-11-28 20:22:04,Blender,Home & Garden,2,49.99
ORD-10292,CUST-378,2026-04-06 07:37:23,Action Figure,Toys,1,14.99
ORD-10293,CUST-548,2026-02-10 02:11:05,4K Monitor,Electronics,1,299.99
ORD-10294,CUST-542,2025-12-28 05:23:10,Tool Set,Home & Garden,2,129.99
ORD-10295,CUST-126,2026-03-04 03:24:25,4K Monitor,Electronics,1,299.99
ORD-10296,CUST-790,2026-04-01 00:16:02,Puzzle,Toys,1,19.99
ORD-10297,CUST-121,2026-01-16 16:25:16,Coffee Maker,Home & Garden,1,69.99
ORD-10298,CUST-881,2026-03-16 02:59:23,Jeans,Clothing,1,49.99
ORD-10299,CUST-767,2025-12-16 15:33:20,Tennis Racket,Sports,4,119.99
ORD-10300,CUST-285,2025-12-04 23:35:26,Puzzle,Toys,1,19.99
ORD-10301,CUST-603,2026-03-05 06:31:21,4K Monitor,Electronics,1,299.99
ORD-10302,CUST-518,2026-03-06 09:54:12,Tool Set,Home & Garden,1,129.99
ORD-10303,CUST-207,2026-03-17 18:33:08,Jeans,Clothing,1,49.99
ORD-10304,CUST-810,2026-03-27 10:36:48,Running Shoes,Sports,1,99.99
ORD-10305,CUST-510,2026-04-20 21:01:13,Board Game,Toys,1,39.99
ORD-10306,CUST-190,2026-03-03 09:35:35,Tool Set,Home & Garden,1,129.99
ORD-10307,CUST-218,2026-02-04 08:31:21,Yoga Mat,Sports,3,29.99
ORD-10308,CUST-101,2026-04-03 13:46:52,Board Game,Toys,1,39.99
ORD-10309,CUST-155,2026-01-26 17:41:36,Jacket,Clothing,1,89.99
ORD-10310,CUST-737,2026-02-21 07:42:39,Running Shoes,Sports,2,99.99
ORD-10311,CUST-878,2025-12-14 11:32:00,Smartwatch,Electronics,1,149.99
ORD-10312,CUST-662,2025-11-22 17:19:31,T-Shirt,Clothing,4,19.99
ORD-10313,CUST-548,2026-04-19 16:03:04,Running Shoes,Sports,1,99.99
ORD-10314,CUST-745,2026-04-07 15:21:31,RC Car,Toys,2,49.99
ORD-10315,CUST-826,2026-03-24 05:27:41,Jeans,Clothing,1,49.99
ORD-10316,CUST-114,2026-02-17 04:06:49,Board Game,Toys,1,39.99
ORD-10317,CUST-330,2026-01-07 23:51:19,Mechanical Keyboard,Electronics,1,89.99
ORD-10318,CUST-220,2026-01-04 06:09:00,T-Shirt,Clothing,1,19.99
